"Страна","Название","Тикер","Разбор","Инвест.идея","Новинка","Дата","Дата.идеи","Дата.новинки","Сектор","Индустрия","Оценка"
"🇺🇸 США","Peloton","PTON","https://t.me/usamarke1/1114","https://t.me/usamarke1/1895",NA,2020-09-11,2021-03-09,NA,"Циклический потребительский сектор","Досуг","4"
"🇺🇸 США","Freeport-McMoRan","FCX","https://t.me/usamarke1/2449",NA,NA,2021-07-12,NA,NA,"Базовые материалы","Медь","4"
"🇺🇸 США","Freshpet","FRPT","https://t.me/usamarke1/1523",NA,NA,2020-12-08,NA,NA,"Консервативный потребительский сектор","Упакованные продукты питания","5"
"🇺🇸 США","Frontdoor","FTDR","https://t.me/usamarke1/2606",NA,"https://t.me/usamarke1/2606",2021-08-13,NA,2021-08-13,"Циклический потребительский сектор","Персональные услуги","New"
"🇺🇸 США","FTC Solar","FTCI","https://t.me/usamarke1/2325",NA,NA,2021-06-16,NA,NA,"Технологии","Солнечная энергия","4"
"🇺🇸 США","Qorvo","QRVO","https://t.me/usamarke1/1715",NA,NA,2021-01-24,NA,NA,"Технологии","Полупроводники","4"
"🇺🇸 США","Tenable Holdings","TENB","https://t.me/usamarke1/2337",NA,NA,2021-06-18,NA,NA,"Технологии","Программное обеспечение - инфраструктура","3"
"🇺🇸 США","Plug Power","PLUG","https://t.me/usamarke1/2677",NA,"https://t.me/usamarke1/2681",2021-08-30,NA,2021-08-31,"Промышленность","Электрооборудование и запчасти","2"
"🇺🇸 США","Walmart","WMT","https://t.me/usamarke1/1639","https://t.me/usamarke1/1894",NA,2020-12-30,2021-03-08,NA,"Консервативный потребительский сектор","Дисконтные магазины","5"
"🇺🇸 США","General Motors","GM","https://t.me/usamarke1/2016",NA,NA,2021-04-05,NA,NA,"Циклический потребительский сектор","Автопроизводители","2"
"🇺🇸 США","Praxis Precision Medicines","PRAX","https://t.me/usamarke1/2373",NA,"https://t.me/usamarke1/2373",2021-06-25,NA,2021-06-25,"Здравоохранение","Биотехнологии","New"
"🇺🇸 США","Procore Technologies","PCOR","https://t.me/usamarke1/2606",NA,"https://t.me/usamarke1/2606",2021-08-13,NA,2021-08-13,"Технологии","Программное обеспечение - приложения","New"
"🇺🇸 США","Procter & Gamble","PG","https://t.me/usamarke1/2769",NA,NA,2021-09-17,NA,NA,"Консервативный потребительский сектор","Бытовые и личные товары","4"
"🇺🇸 США","Progressive","PGR","https://t.me/usamarke1/1549",NA,NA,2020-12-14,NA,NA,"Финансовый","Страхование - имущество и страхование от несчастных случаев","4"
"🇺🇸 США","Workhorse Group","WKHS","https://t.me/usamarke1/2433",NA,"https://t.me/usamarke1/2433",2021-07-09,NA,2021-07-09,"Циклический потребительский сектор","Автопроизводители","New"
"🇺🇸 США","Proto labs","PRLB","https://t.me/usamarke1/1719",NA,NA,2021-01-25,NA,NA,"Промышленность","Изготовление металлоконструкций","3"
"🇺🇸 США","Skillz","SKLZ","https://t.me/usamarke1/2388",NA,"https://t.me/usamarke1/2388",2021-06-30,NA,2021-06-30,"Коммуникационные услуги","Электронные игры и мультимедиа","New"
"🇺🇸 США","Upwork","UPWK","https://t.me/usamarke1/2133",NA,NA,2021-05-03,NA,NA,"Промышленность","Услуги по подбору персонала и трудоустройству","2"
"🇺🇸 США","Sarepta Therapeutics","SRPT","https://t.me/usamarke1/1676",NA,NA,2021-01-13,NA,NA,"Здравоохранение","Биотехнологии","3"
"🇺🇸 США","Yext","YEXT","https://t.me/usamarke1/2065",NA,NA,2021-04-15,NA,NA,"Технологии","Программное обеспечение - инфраструктура","3"
"🇺🇸 США","Zillow","ZG","https://t.me/usamarke1/2011",NA,NA,2021-04-04,NA,NA,"Коммуникационные услуги","Интернет-контент и информация","3"
"🇺🇸 США","Qualys","QLYS","https://t.me/usamarke1/1231","https://t.me/usamarke1/1231",NA,2020-10-10,2020-10-10,NA,"Технологии","Программное обеспечение - инфраструктура","4"
"🇺🇸 США","Twitter","TWTR","https://t.me/usamarke1/2464",NA,NA,2021-07-15,NA,NA,"Коммуникационные услуги","Интернет-контент и информация","3"
"🇺🇸 США","Quidel","QDEL","https://t.me/usamarke1/2238",NA,NA,2021-05-26,NA,NA,"Здравоохранение","Диагностика и исследования","4"
"🇺🇸 США","Quotient Technology","QUOT","https://t.me/usamarke1/2060",NA,NA,2021-04-14,NA,NA,"Коммуникационные услуги","Рекламные агентства","2"
"🇺🇸 США","Realty Income","O","https://t.me/usamarke1/1420",NA,NA,2020-11-17,NA,NA,"Недвижимость","Розничная торговля","4"
"🇺🇸 США","Splunk","SPLK","https://t.me/usamarke1/1513",NA,NA,2020-12-06,NA,NA,"Технологии","Программное обеспечение - инфраструктура","3"
"🇺🇸 США","Zynex","ZYXI","https://t.me/usamarke1/1699","https://t.me/usamarke1/1699",NA,2021-01-19,2021-01-19,NA,"Здравоохранение","Медицинские приборы","4"
"🇺🇸 США","SPS Commerce","SPSC","https://t.me/usamarke1/1682",NA,NA,2021-01-14,NA,NA,"Технологии","Программное обеспечение - инфраструктура","4"
"🇺🇸 США","Simon Property Group","SPG","https://t.me/usamarke1/2482",NA,NA,2021-07-20,NA,NA,"Недвижимость","Розничная торговля","2"
"🇺🇸 США","Tattooed Chef","TTCF","https://t.me/usamarke1/2399",NA,"https://t.me/usamarke1/2399",2021-07-02,NA,2021-07-02,"Консервативный потребительский сектор","Упакованные продукты питания","New"
"🇺🇸 США","Virgin Galactic","SPCE","https://t.me/usamarke1/1258",NA,NA,2020-10-16,NA,NA,"Промышленность","Аэрокосмическая и оборонная промышленность","3"
"🇺🇸 США","Visa","V","https://t.me/usamarke1/1206",NA,NA,2020-10-05,NA,NA,"Финансовый","Кредитные услуги","5"
"🇺🇸 США","Vaxart","VXRT","https://t.me/usamarke1/2421",NA,"https://t.me/usamarke1/2421",2021-07-07,NA,2021-07-07,"Здравоохранение","Биотехнологии","New"
"🇺🇸 США","Strategic Education","STRA","https://t.me/usamarke1/1108",NA,NA,2020-09-10,NA,NA,"Циклический потребительский сектор","Услуги в области образования и обучения","3"
"🇺🇸 США","Robinhood","HOOD","https://t.me/usamarke1/2529",NA,NA,2021-07-29,NA,NA,"Технологии","Программное обеспечение - инфраструктура","2"
"🇺🇸 США","Roblox Corp","RBLX","https://t.me/usamarke1/2692",NA,"https://t.me/usamarke1/2692",2021-09-02,NA,2021-09-02,"Коммуникационные услуги","Электронные игры и мультимедиа","New"
"🇺🇸 США","Waste Management","WM","https://t.me/usamarke1/654","https://t.me/usamarke1/654",NA,2020-06-23,2020-06-23,NA,"Промышленность","Управление отходами","5"
"🇺🇸 США","Royal Dutch Shell","RDS/B","https://t.me/usamarke1/1299",NA,NA,2020-10-24,NA,NA,"Энергетика","Переработка и маркетинг нефти и газа","2"
"🇺🇸 США","Royal Gold","RGLD","https://t.me/usamarke1/1868",NA,NA,2021-03-02,NA,NA,"Базовые материалы","Золото","3"
"🇺🇸 США","SAIC","SAIC","https://t.me/usamarke1/1167",NA,NA,2020-09-25,NA,NA,"Технологии","Услуги в области информационных технологий","2"
"🇺🇸 США","Take-Two","TTWO","https://t.me/usamarke1/1453","https://t.me/usamarke1/1950",NA,2020-11-24,2021-03-22,NA,"Коммуникационные услуги","Электронные игры и мультимедиа","4"
"🇺🇸 США","Williams-Sonoma","WSM","https://t.me/usamarke1/1656",NA,NA,2021-01-06,NA,NA,"Циклический потребительский сектор","Специализированная розничная торговля","5"
"🇺🇸 США","TPI Composites","TPIC","https://t.me/usamarke1/2115",NA,NA,2021-04-27,NA,NA,"Промышленность","Специализированное промышленное оборудование","3"
"🇺🇸 США","Tesla","TSLA","https://t.me/usamarke1/1147",NA,NA,2020-09-18,NA,NA,"Циклический потребительский сектор","Автопроизводители","3"
"🇺🇸 США","Virtu Financial","VIRT","https://t.me/usamarke1/2082",NA,NA,2021-04-20,NA,NA,"Финансовый","Рынки капитала","4"
"🇺🇸 США","Snap on","SNA","https://t.me/usamarke1/1310",NA,NA,2020-10-26,NA,NA,"Промышленность","Инструменты и принадлежности","3"
"🇺🇸 США","Teradyne","TER","https://t.me/usamarke1/1107",NA,NA,2020-09-09,NA,NA,"Технологии","Полупроводниковое оборудование и материалы","4"
"🇺🇸 США","WestRock","WRK","https://t.me/usamarke1/1435",NA,NA,2020-11-20,NA,NA,"Циклический потребительский сектор","Упаковка и контейнеры","3"
"🇺🇸 США","ServiceNow","NOW","https://t.me/usamarke1/1019",NA,NA,2020-08-25,NA,NA,"Технологии","Программное обеспечение - приложения","4"
"🇺🇸 США","Zoom","ZM","https://t.me/usamarke1/1616",NA,NA,2020-12-25,NA,NA,"Технологии","Телекоммуникационные услуги","4"
"🇺🇸 США","Shoals Technologies Group","SHLS","https://t.me/usamarke1/2481",NA,"https://t.me/usamarke1/2481",2021-07-20,NA,2021-07-20,"Технологии","Солнечная энергия","New"
"🇺🇸 США","Yelp","YELP","https://t.me/usamarke1/1077",NA,NA,2020-09-04,NA,NA,"Коммуникационные услуги","Интернет-контент и информация","3"
"🇺🇸 США","Toast","TOST","https://t.me/usamarke1/2817",NA,NA,2021-09-28,NA,NA,"Технологии","Программное обеспечение - инфраструктура","3"
"🇺🇸 США","Silvergate Capital Corp","SI","https://t.me/usamarke1/2493",NA,"https://t.me/usamarke1/2388",2021-07-22,NA,2021-06-30,"Финансовый","Банки - региональные","4"
"🇺🇸 США","Texas Instruments","TXN","https://t.me/usamarke1/2312",NA,NA,2021-06-12,NA,NA,"Технологии","Полупроводники","4"
"🇺🇸 США","Spirit Aerosystems","SPR","https://t.me/usamarke1/1105",NA,NA,2020-09-09,NA,NA,"Промышленность","Аэрокосмическая и оборонная промышленность","2"
"🇺🇸 США","TuSimple Holdings","TSP","https://t.me/usamarke1/2453",NA,"https://t.me/usamarke1/2453",2021-07-13,NA,2021-07-13,"Промышленность","Грузоперевозки","New"
"🇺🇸 США","Zogenix","ZGNX","https://t.me/usamarke1/2073",NA,NA,2021-04-17,NA,NA,"Здравоохранение","Биотехнологии","4"
"🇺🇸 США","Victoria's Secret","VSCO","https://t.me/usamarke1/2697",NA,"https://t.me/usamarke1/2697",2021-09-03,NA,2021-09-03,"Циклический потребительский сектор","Розничная торговля одеждой","New"
"🇺🇸 США","Wex","WEX","https://t.me/usamarke1/2459",NA,NA,2021-07-14,NA,NA,"Технологии","Программное обеспечение - инфраструктура","4"
"🇺🇸 США","Spirit Airlines","SAVE","https://t.me/usamarke1/1120",NA,NA,2020-09-12,NA,NA,"Промышленность","Авиакомпании","2"
"🇺🇸 США","United Health","UNH","https://t.me/usamarke1/1931",NA,NA,2021-03-17,NA,NA,"Здравоохранение","Планы здравоохранения","5"
"🇺🇸 США","Stride (K12)","LRN","https://t.me/usamarke1/1386",NA,NA,2020-11-10,NA,NA,"Циклический потребительский сектор","Услуги в области образования и обучения","2"
"🇺🇸 США","Vuzix Corp.","VUZI","https://t.me/usamarke1/2420",NA,"https://t.me/usamarke1/2420",2021-07-07,NA,2021-07-07,"Технологии","Потребительская электроника","New"
"🇺🇸 США","Zymergen","ZY","https://t.me/usamarke1/2666",NA,"https://t.me/usamarke1/2666",2021-08-27,NA,2021-08-27,"Базовые материалы","Химикаты","New"
"🇺🇸 США","Velodyne Lidar","VLDR","https://t.me/usamarke1/2399",NA,"https://t.me/usamarke1/2399",2021-07-02,NA,2021-07-02,"Технологии","Научные и технические приборы","New"
"🇺🇸 США","T. Rowe Price","TROW","https://t.me/usamarke1/2315",NA,NA,2021-06-14,NA,NA,"Финансовый","Управление активами","4"
"🇺🇸 США","Zscaler","ZS","https://t.me/usamarke1/1305","https://t.me/usamarke1/1893",NA,2020-10-25,2021-03-08,NA,"Технологии","Программное обеспечение - инфраструктура","5"
"🇺🇸 США","WEC Energy Group","WEC","https://t.me/usamarke1/2410",NA,NA,2021-07-05,NA,NA,"Коммунальные услуги","Регулируемая электроэнергия","4"
"🇺🇸 США","Viatris","VTRS","https://t.me/usamarke1/1527",NA,NA,2020-12-09,NA,NA,"Здравоохранение","Производители лекарств - специализированные и генерические","3"
"🇺🇸 США","The Trade Desk","TTD","https://t.me/usamarke1/2538",NA,NA,2021-07-30,NA,NA,"Технологии","Программное обеспечение - приложения","4"
"🇺🇸 США","Zoominfo","ZI","https://t.me/usamarke1/1602",NA,NA,2020-12-23,NA,NA,"Технологии","Программное обеспечение - приложения","4"
"🇺🇸 США","Vmware","VMW","https://t.me/usamarke1/1840",NA,NA,2021-02-24,NA,NA,"Технологии","Программное обеспечение - инфраструктура","3"
"🇺🇸 США","STERIS","STE","https://t.me/usamarke1/2434",NA,"https://t.me/usamarke1/2434",2021-07-09,NA,2021-07-09,"Здравоохранение","Медицинские инструменты и принадлежности","New"
"🇺🇸 США","RingCentral","RNG","https://t.me/usamarke1/1670",NA,NA,2021-01-11,NA,NA,"Технологии","Программное обеспечение - приложения","4"
"🇺🇸 США","Verizon","VZ","https://t.me/usamarke1/2636",NA,NA,2021-08-20,NA,NA,"Коммуникационные услуги","Телекоммуникационные услуги","3"
"🇺🇸 США","Vertex Pharmaceuticals","VRTX","https://t.me/usamarke1/1271","https://t.me/usamarke1/1271",NA,2020-10-19,2020-10-19,NA,"Здравоохранение","Биотехнологии","5"
"🇺🇸 США","Paylocity","PCTY","https://t.me/usamarke1/1674",NA,NA,2021-01-12,NA,NA,"Технологии","Программное обеспечение - приложения","4"
"🇺🇸 США","Vicor","VICR","https://t.me/usamarke1/2092","https://t.me/usamarke1/2092",NA,2021-04-22,2021-04-22,NA,"Технологии","Электронные компоненты","5"
"🇺🇸 США","PayPal","PYPL","https://t.me/usamarke1/1183",NA,NA,2020-09-29,NA,NA,"Финансовый","Кредитные услуги","5"
"🇺🇸 США","Vimeo","VMEO","https://t.me/usamarke1/2420",NA,"https://t.me/usamarke1/2420",2021-07-07,NA,2021-07-07,"Технологии","Программное обеспечение - приложения","New"
"🇺🇸 США","PepsiCo","PEP","https://t.me/usamarke1/2332",NA,NA,2021-06-17,NA,NA,"Консервативный потребительский сектор","Напитки - безалкогольные","4"
"🇺🇸 США","PetIQ","PETQ","https://t.me/usamarke1/1157",NA,NA,2020-09-22,NA,NA,"Здравоохранение","Производители лекарств - специализированные и генерические","3"
"🇺🇸 США","Pfizer","PFE","https://t.me/usamarke1/1847 ",NA,NA,2021-02-25,NA,NA,"Здравоохранение","Производители лекарств - общие","4"
"🇺🇸 США","Roku","ROKU","https://t.me/usamarke1/2839",NA,NA,2021-10-04,NA,NA,"Коммуникационные услуги","Развлечения","4"
"🇺🇸 США","ViacomCBS","VIAC","https://t.me/usamarke1/2842",NA,NA,2021-10-05,NA,NA,"Коммуникационные услуги","Развлечения","3"
"🇺🇸 США","Invitae","NVTA","https://t.me/usamarke1/2845",NA,NA,2021-10-06,NA,NA,"Здравоохранение","Диагностика и исследования","3"
"🇺🇸 США","Nurix Therapeutic","NRIX","https://t.me/usamarke1/2363",NA,"https://t.me/usamarke1/2363",2021-06-24,NA,2021-06-24,"Здравоохранение","Биотехнологии","New"
"🇺🇸 США","Nvidia","NVDA","https://t.me/usamarke1/1854",NA,NA,2021-02-27,NA,NA,"Технологии","Полупроводники","5"
"🇺🇸 США","Poshmark","POSH","https://t.me/usamarke1/2373",NA,"https://t.me/usamarke1/2373",2021-06-25,NA,2021-06-25,"Циклический потребительский сектор","Розничная торговля через Интернет","New"
"🇺🇸 США","Okta","OKTA","https://t.me/usamarke1/1752",NA,NA,2021-02-03,NA,NA,"Технологии","Программное обеспечение - инфраструктура","4"
"🇺🇸 США","UiPath","PATH","https://t.me/usamarke1/2453",NA,"https://t.me/usamarke1/2453",2021-07-13,NA,2021-07-13,"Технологии","Программное обеспечение - инфраструктура","New"
"🇺🇸 США","Onto Innovation","ONTO","https://t.me/usamarke1/2187",NA,NA,2021-05-14,NA,NA,"Технологии","Полупроводники","5"
"🇺🇸 США","Recursion Pharmaceuticals","RXRX","https://t.me/usamarke1/2666",NA,"https://t.me/usamarke1/2666",2021-08-27,NA,2021-08-27,"Здравоохранение","Биотехнологии","New"
"🇺🇸 США","Universal Display","OLED","https://t.me/usamarke1/2204","https://t.me/usamarke1/2204",NA,2021-05-19,2021-05-19,NA,"Технологии","Полупроводниковое оборудование и материалы","4"
"🇺🇸 США","UPS","UPS","https://t.me/usamarke1/2592",NA,NA,2021-08-10,NA,NA,"Промышленность","Комплексные грузоперевозки и логистика","4"
"🇺🇸 США","Paccar","PCAR","https://t.me/usamarke1/1996",NA,NA,2021-04-01,NA,NA,"Промышленность","Сельскохозяйственная и тяжелая строительная техника","3"
"🇺🇸 США","Pacific Biosciences of California","PACB","https://t.me/usamarke1/2754",NA,"https://t.me/usamarke1/2754",2021-09-15,NA,2021-09-15,"Здравоохранение","Диагностика и исследования","New"
"🇺🇸 США","Trupanion","TRUP","https://t.me/usamarke1/1816",NA,NA,2021-02-19,NA,NA,"Финансовый","Страхование - специализация","4"
"🇺🇸 США","NovoCure Ltd","NVCR","https://t.me/usamarke1/2363",NA,"https://t.me/usamarke1/2363",2021-06-24,NA,2021-06-24,"Здравоохранение","Медицинские инструменты и принадлежности","New"
"🇺🇸 США","Philip Morris","PM","https://t.me/usamarke1/2155",NA,NA,2021-05-07,NA,NA,"Консервативный потребительский сектор","Табак","3"
"🇺🇸 США","Solid Biosciences","SLDB","https://t.me/usamarke1/2394",NA,"https://t.me/usamarke1/2394",2021-07-01,NA,2021-07-01,"Здравоохранение","Производители лекарств - специализированные и генерические","New"
"🇺🇸 США","Starbucks","SBUX","https://t.me/usamarke1/1920",NA,NA,2021-03-15,NA,NA,"Циклический потребительский сектор","Рестораны","4"
"🇹🇼 Тайвань","TSMC","TSM","https://t.me/usamarke1/591","https://t.me/usamarke1/591",NA,2020-06-15,2020-06-15,NA,"Технологии","Полупроводники","5"
"🇫🇮 Финляндия","Nokia","NOK","https://t.me/usamarke1/1404",NA,NA,2020-11-13,NA,NA,"Технологии","Оборудование связи","2"
"🇫🇷 Франция","Sanofi","SNY","https://t.me/usamarke1/2196",NA,NA,2021-05-17,NA,NA,"Здравоохранение","Производители лекарств - общие","3"
"🇨🇭 Швейцария","Logitech International S.A.","LOGI","https://t.me/usamarke1/2727",NA,"https://t.me/usamarke1/2727",2021-09-08,NA,2021-09-08,"Технологии","Компьютерное оборудование","New"
"🇨🇭 Швейцария","Garmin","GRMN","https://t.me/usamarke1/913","https://t.me/usamarke1/913",NA,2020-08-05,2020-08-05,NA,"Технологии","Научные и технические приборы","4"
"🇨🇭 Швейцария","CRISPR Therapeutics","CRSP","https://t.me/usamarke1/2523",NA,"https://t.me/usamarke1/2445",2021-07-28,NA,2021-07-12,"Здравоохранение","Биотехнологии","4"
"🇨🇭 Швейцария","UBS Group AG.","UBS","https://t.me/usamarke1/2748",NA,"https://t.me/usamarke1/2748",2021-09-14,NA,2021-09-14,"Финансовый","Банки - диверсифицированные","New"
"🇨🇭 Швейцария","Novartis","NVS","https://t.me/usamarke1/2000",NA,NA,2021-04-02,NA,NA,"Здравоохранение","Производители лекарств - общие","3"
"🇰🇷 Южная Корея","Coupang","CPNG","https://t.me/usamarke1/2264",NA,NA,2021-06-01,NA,NA,"Циклический потребительский сектор","Розничная торговля через Интернет","4"
"🇯🇵 Япония","Takeda Pharmaceutical","TAK","https://t.me/usamarke1/2781",NA,NA,2021-09-21,NA,NA,"Здравоохранение","Производители лекарств - специализированные и генерические","3"
"🇯🇵 Япония","Sony","SONY","https://t.me/usamarke1/2039",NA,NA,2021-04-09,NA,NA,"Технологии","Потребительская электроника","3"
"🇯🇵 Япония","Toyota","TM","https://t.me/usamarke1/1927 ",NA,NA,2021-03-16,NA,NA,"Циклический потребительский сектор","Автопроизводители","3"
